UNITID_P,INSTNM,BRANCH,State,Sector_desc,men_total,women_total,Total,MURD10,NEG_M10,FORCIB10,NONFOR10,ROBBE10,AGG_A10,BURGLA10,VEHIC10,ARSON10,MURD11,NEG_M11,FORCIB11,NONFOR11,ROBBE11,AGG_A11,BURGLA11,VEHIC11,ARSON11,MURD12,NEG_M12,FORCIB12,NONFOR12,ROBBE12,AGG_A12,BURGLA12,VEHIC12,ARSON12,FILTER10,FILTER11,FILTER12
100654001,Alabama A & M University,Main Campus,AL,"Public, 4-year or above",2224,2629,4853,0,0,5,0,3,5,73,2,1,0,0,4,0,1,8,58,2,2,0,0,2,0,6,2,3,2,0,1,1,1
100663001,University of Alabama at Birmingham,Main Campus,AL,"Public, 4-year or above",7163,10836,17999,1,0,1,0,2,0,20,1,1,0,0,2,0,2,0,11,5,4,0,0,2,0,1,0,5,6,1,1,1,1
100663002,University of Alabama at Birmingham,Huntsville Regional Medical Campus,AL,"Public, 4-year or above",7163,10836,17999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100690001,Amridge University,Main Campus,AL,"Private nonprofit, 4-year or above",321,382,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100706001,University of Alabama in Huntsville,Main Campus,AL,"Public, 4-year or above",4207,3429,7636,3,0,0,0,1,3,24,3,0,0,0,4,0,1,1,38,2,0,0,0,3,0,0,1,22,0,0,1,1,1
100724001,Alabama State University,Main Campus,AL,"Public, 4-year or above",2276,3540,5816,0,0,0,0,5,1,34,0,0,0,0,1,0,0,5,23,2,0,0,0,1,0,1,8,45,0,0,1,1,1
100751001,The University of Alabama,Main Campus,AL,"Public, 4-year or above",15246,18257,33503,0,0,9,0,7,3,46,4,1,0,0,3,0,5,3,68,2,1,0,0,7,0,3,7,43,5,4,1,1,1
100751002,The University of Alabama,University of Alabama Gadsden Center,AL,"Public, 4-year or above",15246,18257,33503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100760001,Central Alabama Community College,Alexander City Campus,AL,"Public, 2-year",668,1353,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
100760002,Central Alabama Community College,Childersburg Campus,AL,"Public, 2-year",668,1353,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
100760003,Central Alabama Community College,Talladega Campus,AL,"Public, 2-year",668,1353,2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100812001,Athens State University,Athens State University Main Campus,AL,"Public, 4-year or above",1191,2224,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
100830001,Auburn University at Montgomery,Auburn University Montgomery,AL,"Public, 4-year or above",1930,3075,5005,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,1
100858001,Auburn University,Main Campus,AL,"Public, 4-year or above",12705,12429,25134,0,0,1,0,0,1,5,5,0,0,0,1,0,2,0,22,3,0,0,0,1,0,1,0,15,2,0,1,1,1
100937001,Birmingham Southern College,Birmingham-Southern College,AL,"Private nonprofit, 4-year or above",655,576,1231,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,2,0,0,1,1,0,0,1,1,1
101028001,Chattahoochee Valley Community College,Main Campus,AL,"Public, 2-year",643,1087,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101073001,Concordia College Alabama,Main Campus,AL,"Private nonprofit, 4-year or above",355,256,611,0,0,0,0,1,10,17,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,2,0,18,0,0,1,1,1
101116001,South University-Montgomery,South University - Montgomery,AL,"Private for-profit, 4-year or above",191,591,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101143001,Enterprise State Community College,Main Campus,AL,"Public, 2-year",1481,1003,2484,0,0,0,0,0,0,2,0,0,1,0,1,1,11,5,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101143002,Enterprise State Community College,Alabama Aviation Center - Ozark,AL,"Public, 2-year",1481,1003,2484,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101143003,Enterprise State Community College,Alabama Aviation Center - Mobile,AL,"Public, 2-year",1481,1003,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101161001,James H Faulkner State Community College,Main Campus,AL,"Public, 2-year",1640,2760,4400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
101189001,Faulkner University,Main Campus,AL,"Private nonprofit, 4-year or above",1276,2051,3327,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,2,0,1,1,1
101189002,Faulkner University,FAULKNER UNIVERSITY-BIRMINGHAM,AL,"Private nonprofit, 4-year or above",1276,2051,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
101189003,Faulkner University,FAULKNER UNIVERSITY-HUNTSVILLE,AL,"Private nonprofit, 4-year or above",1276,2051,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
101189004,Faulkner University,FAULKNER UNIVERSITY-MOBILE,AL,"Private nonprofit, 4-year or above",1276,2051,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101240001,Gadsden State Community College,Gadsden State Community College,AL,"Public, 2-year",2237,3645,5882,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,1,0,0,1,1,1
101277001,New Beginning College of Cosmetology,Main Campus,AL,"Private for-profit, less-than 2-year",3,105,108,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
101286001,George C Wallace State Community College-Dothan,Wallace Campus,AL,"Public, 2-year",1522,3059,4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101286004,George C Wallace State Community College-Dothan,Sparks Campus,AL,"Public, 2-year",1522,3059,4581,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101295001,George C Wallace State Community College-Hanceville,Main Campus,AL,"Public, 2-year",2017,3374,5391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,1,1,1
101301001,George C Wallace State Community College-Selma,Main Campus,AL,"Public, 2-year",595,1195,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101365001,Herzing University-Birmingham,Main Campus,AL,"Private for-profit, 4-year or above",103,192,295,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1
101435001,Huntingdon College,Main Campus,AL,"Private nonprofit, 4-year or above",562,556,1118,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,6,0,0,1,1,1
101453001,Heritage Christian University,Main Campus,AL,"Private nonprofit, 4-year or above",75,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101462001,J F Drake State Community and Technical College,Main Campus,AL,"Public, 2-year",553,695,1248,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101480001,Jacksonville State University,Main Campus,AL,"Public, 4-year or above",3748,5413,9161,0,0,1,0,1,0,19,0,0,0,0,2,0,1,0,17,1,1,0,0,2,0,0,0,14,1,3,1,1,1
101499001,Jefferson Davis Community College,Main Campus,AL,"Public, 2-year",489,605,1094,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1
101499002,Jefferson Davis Community College,Atmore Campus,AL,"Public, 2-year",489,605,1094,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101505001,Jefferson State Community College,Jefferson,AL,"Public, 2-year",3495,5383,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
101514001,John C Calhoun State Community College,Main Campus,AL,"Public, 2-year",4843,6334,11177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
101541001,Judson College,Main Campus,AL,"Private nonprofit, 4-year or above",10,347,357,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
101569001,Lawson State Community College-Birmingham Campus,Lawson State Community College,AL,"Public, 2-year",1371,2048,3419,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,1,1,0,0,1,1,1
101569002,Lawson State Community College-Birmingham Campus,Bessemer Campus,AL,"Public, 2-year",1371,2048,3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101587001,University of West Alabama,Main Campus,AL,"Public, 4-year or above",1223,3720,4943,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
101602001,Lurleen B Wallace Community College,Main Campus,AL,"Public, 2-year",605,1041,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
101602002,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-MacArthur Cam,AL,"Public, 2-year",605,1041,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101602003,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-Greenville Ca,AL,"Public, 2-year",605,1041,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101648001,Marion Military Institute,Main Campus,AL,"Public, 2-year",317,65,382,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101675001,Miles College,Miles College,AL,"Private nonprofit, 4-year or above",863,828,1691,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,1,3,1,0,0,1,1,1
101693001,University of Mobile,University of Mobile,AL,"Private nonprofit, 4-year or above",517,1202,1719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101709001,University of Montevallo,University of Montevallo,AL,"Public, 4-year or above",1043,2040,3083,0,0,1,0,0,0,3,3,0,0,0,3,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,1,1,1
101736001,Northwest-Shoals Community College,Main Campus,AL,"Public, 2-year",1612,2105,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101736002,Northwest-Shoals Community College,Phil Campbell Campus,AL,"Public, 2-year",1612,2105,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101879001,University of North Alabama,Main Campus,AL,"Public, 4-year or above",2941,4091,7032,0,0,1,0,1,0,7,1,0,0,0,1,0,0,0,6,0,0,0,0,1,0,2,0,11,1,0,1,1,1
101879002,University of North Alabama,East Campus,AL,"Public, 4-year or above",2941,4091,7032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101897001,Northeast Alabama Community College,Northeast Alabama Community College,AL,"Public, 2-year",1215,1925,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101912001,Oakwood University,Oakwood University,AL,"Private nonprofit, 4-year or above",870,1149,2019,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,2,21,7,0,1,1,1
101949001,Alabama Southern Community College,Main Campus,AL,"Public, 2-year",502,810,1312,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
101949002,Alabama Southern Community College,THOMASVILLE CAMPUS,AL,"Public, 2-year",502,810,1312,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
101949003,Alabama Southern Community College,GILBERTOWN CAMPUS,AL,"Public, 2-year",502,810,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101949004,Alabama Southern Community College,JACKSON CAMPUS,AL,"Public, 2-year",502,810,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101958001,Prince Institute Southeast,Main Campus,AL,"Private for-profit, 2-year",5,117,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101994001,Reid State Technical College,Main Campus,AL,"Public, 2-year",198,297,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102030001,Bishop State Community College,Main Campus,AL,"Public, 2-year",1382,2409,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1
102049001,Samford University,Main Campus,AL,"Private nonprofit, 4-year or above",1849,2909,4758,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,1,0,1,1,1
102058001,Selma University,Selma University,AL,"Private nonprofit, 4-year or above",351,292,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102067001,Shelton State Community College,Martin Campus,AL,"Public, 2-year",2178,2926,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102067002,Shelton State Community College,C. A. Fredd Campus,AL,"Public, 2-year",2178,2926,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102076001,Snead State Community College,Main Campus,AL,"Public, 2-year",937,1499,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102094001,University of South Alabama,Main Campus,AL,"Public, 4-year or above",5781,8855,14636,0,0,6,0,3,6,58,6,10,1,0,4,0,6,1,33,10,0,0,0,5,0,2,7,22,2,0,1,1,1
102094011,University of South Alabama,USA Fairhope,AL,"Public, 4-year or above",5781,8855,14636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102234001,Spring Hill College,Spring Hill College,AL,"Private nonprofit, 4-year or above",513,795,1308,0,0,2,0,0,0,10,3,0,0,0,2,0,0,1,12,9,0,0,0,3,0,0,1,9,1,0,1,1,1
102261001,Southeastern Bible College,Main Campus,AL,"Private nonprofit, 4-year or above",105,74,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102270001,Stillman College,Main Campus,AL,"Private nonprofit, 4-year or above",529,490,1019,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,7,0,0,1,1,1
102298001,Talladega College,Talladega College Main Campus,AL,"Private nonprofit, 4-year or above",535,668,1203,0,0,1,0,0,0,14,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,1,1,1
102313001,H Councill Trenholm State Technical College,Main Campus - Trenholm Campus,AL,"Public, 2-year",682,763,1445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
102368001,Troy University,Troy Campus,AL,"Public, 4-year or above",8156,14398,22554,0,0,1,0,1,0,5,2,0,0,0,0,0,0,0,8,2,0,0,0,1,0,1,0,12,0,0,1,1,1
102368002,Troy University,Phenix City Campus,AL,"Public, 4-year or above",8156,14398,22554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102368003,Troy University,Montgomery Campus,AL,"Public, 4-year or above",8156,14398,22554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102368004,Troy University,Dothan Campus,AL,"Public, 4-year or above",8156,14398,22554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102368005,Troy University,Atlantic Region,VA,"Public, 4-year or above",8156,14398,22554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102368006,Troy University,Florida Region,FL,"Public, 4-year or above",8156,14398,22554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102368007,Troy University,Southeast Region,GA,"Public, 4-year or above",8156,14398,22554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102368008,Troy University,Western Region,CO,"Public, 4-year or above",8156,14398,22554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102377001,Tuskegee University,TUSKEGEE UNIVERSITY,AL,"Private nonprofit, 4-year or above",1281,1836,3117,0,0,0,0,0,0,43,3,0,0,0,1,0,2,1,22,4,0,0,0,4,0,3,8,28,4,0,1,1,1
102395001,United States Sports Academy,Main Campus,AL,"Private nonprofit, 4-year or above",285,116,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102429001,Bevill State Community College,Main Campus,AL,"Public, 2-year",1335,2399,3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
102553001,University of Alaska Anchorage,Anchorage Campus,AK,"Public, 4-year or above",7268,10229,17497,0,0,1,0,0,1,2,0,0,0,0,4,0,1,2,1,1,0,0,0,3,0,0,3,1,0,0,1,1,1
102553002,University of Alaska Anchorage,Matanuska-Susitna College,AK,"Public, 4-year or above",7268,10229,17497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102553003,University of Alaska Anchorage,Kenai Peninsula College - Kenai River Campus,AK,"Public, 4-year or above",7268,10229,17497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102553004,University of Alaska Anchorage,Kenai Peninsula College - Kachemak Bay Campus,AK,"Public, 4-year or above",7268,10229,17497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102553005,University of Alaska Anchorage,Kodiak College,AK,"Public, 4-year or above",7268,10229,17497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
102553006,University of Alaska Anchorage,Chugiak-Eagle River Campus,AK,"Public, 4-year or above",7268,10229,17497,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
102580001,Alaska Bible College,Main Campus,AK,"Private nonprofit, 4-year or above",27,31,58,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
102614001,University of Alaska Fairbanks,University of Alaska Fairbanks,AK,"Public, 4-year or above",3879,5344,9223,0,0,5,0,0,0,3,0,0,0,0,17,2,0,2,2,1,0,0,0,4,0,0,1,9,0,0,1,1,1
102614002,University of Alaska Fairbanks,Kuskokwim rural campus,AK,"Public, 4-year or above",3879,5344,9223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
102614003,University of Alaska Fairbanks,Northwest rural campus,AK,"Public, 4-year or above",3879,5344,9223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102614004,University of Alaska Fairbanks,Bristol Bay rural campus,AK,"Public, 4-year or above",3879,5344,9223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102614005,University of Alaska Fairbanks,Chukchi rural campus,AK,"Public, 4-year or above",3879,5344,9223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102614006,University of Alaska Fairbanks,Interior- Aleutians campus,AK,"Public, 4-year or above",3879,5344,9223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102614007,University of Alaska Fairbanks,Community and Technical College,AK,"Public, 4-year or above",3879,5344,9223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
102632001,University of Alaska Southeast,Main Campus/Auke Bay,AK,"Public, 4-year or above",1072,2045,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102632002,University of Alaska Southeast,University of Alaska Southeast - Ketchikan,AK,"Public, 4-year or above",1072,2045,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1
102632003,University of Alaska Southeast,University of Alaska Southeast - Sitka,AK,"Public, 4-year or above",1072,2045,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102669001,Alaska Pacific University,Main Campus,AK,"Private nonprofit, 4-year or above",240,417,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
102711001,AVTEC-Alaska's Institute of Technology,First Lake Campus,AK,"Public, less-than 2-year",795,227,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102711002,AVTEC-Alaska's Institute of Technology,Resident Life Campus,AK,"Public, less-than 2-year",795,227,1022,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1
102711004,AVTEC-Alaska's Institute of Technology,Port Avenue Campus,AK,"Public, less-than 2-year",795,227,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102711005,AVTEC-Alaska's Institute of Technology,Applied Technology Campus,AK,"Public, less-than 2-year",795,227,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102711006,AVTEC-Alaska's Institute of Technology,Muldoon Mall - Allied Health Campus,AK,"Public, less-than 2-year",795,227,1022,0,0,1,0,0,2,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
102845001,Charter College-Anchorage,Main Campus,AK,"Private for-profit, 4-year or above",420,839,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102845002,Charter College-Anchorage,Wasilla,AK,"Private for-profit, 4-year or above",420,839,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102845003,Charter College-Anchorage,Pasco,WA,"Private for-profit, 4-year or above",420,839,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102845004,Charter College-Anchorage,Oxnard,CA,"Private for-profit, 4-year or above",420,839,1259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102845005,Charter College-Anchorage,Bellingham,WA,"Private for-profit, 4-year or above",420,839,1259,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
102845006,Charter College-Anchorage,Vancouver,WA,"Private for-profit, 4-year or above",420,839,1259,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
103361001,Prince William Sound Community College,Main Campus,AK,"Public, 2-year",183,344,527,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103501001,Alaska Career College,Main Campus,AK,"Private for-profit, 2-year",47,181,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103644001,Everest College Phoenix,Phoenix Campus,AZ,"Private for-profit, 4-year or above",368,1210,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103723001,Collins College,Collins College,AZ,"Private for-profit, 4-year or above",439,151,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103723003,Collins College,Collins College - Tempe,AZ,"Private for-profit, 4-year or above",439,151,590,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
103732001,Empire Beauty School-Paradise Valley,"Empire Beauty School - Paradise Valley, AZ",AZ,"Private for-profit, less-than 2-year",5,69,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103741001,Empire Beauty School-Tucson,"Empire Beauty School - C Tucson, AZ",AZ,"Private for-profit, less-than 2-year",11,153,164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103778001,Thunderbird School of Global Management,MAIN CAMPUS,AZ,"Private nonprofit, 4-year or above",819,371,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1
103787001,American Indian College of the Assemblies of God Inc,Main Campus,AZ,"Private nonprofit, 4-year or above",32,41,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103811001,American Institute of Technology,Main Campus,AZ,"Private for-profit, less-than 2-year",425,49,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103893001,Carrington College-Phoenix,Carrington College-Phoenix,AZ,"Private for-profit, 4-year or above",84,476,560,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
103909001,Carrington College-Mesa,Carrington College-Mesa,AZ,"Private for-profit, 2-year",130,555,685,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
